TITLE,ID,URL,Topic 1,Topic 1 FIT,Topic 2,Topic 2 FIT,Assign Final T£,Topic 3 FIT
Active Energy: Community Action Through the Arts,5bee68c5-b7fe-4499-8bb6-8337d638f041,https://results2021.ref.ac.uk/impact/5bee68c5-b7fe-4499-8bb6-8337d638f041,85,4,54,2,24,2
"Addressing Inequalities through creative, place-based participatory action research",39439e88-bc86-4be5-bdbe-0d9ced1e96e3,https://results2021.ref.ac.uk/impact/39439e88-bc86-4be5-bdbe-0d9ced1e96e3,85,4,88,2,110,2
Call and Response: Prompting changes in policy and practice in art institutions through participatory art projects,28474000-9850-4edf-b673-83e9df5252ff,https://results2021.ref.ac.uk/impact/28474000-9850-4edf-b673-83e9df5252ff,85,4,99,3,,
Empathic Monument Making: Re-shaping the Public Memorialisation of Conflict,4007b957-2a19-4921-b8ac-e57a0697a91c,https://results2021.ref.ac.uk/impact/4007b957-2a19-4921-b8ac-e57a0697a91c,85,4,92,4,,
Empowering presence of marginalised people through participation in political art,a175a7e3-7320-4877-a38c-e502747d2307,https://results2021.ref.ac.uk/impact/a175a7e3-7320-4877-a38c-e502747d2307,85,4,105,3,,
Enriching Lives through Contemporary Site-Specific Art in the Domestic Sphere,a12100af-8252-4d07-bcb6-30388c62d380,https://results2021.ref.ac.uk/impact/a12100af-8252-4d07-bcb6-30388c62d380,85,4,105,2,,
"Hands On Art Workshops: establishing a visual art education programme for primary and secondary school-aged students in Kakuma Refugee Camp, Kenya",7377f145-597f-41fa-a918-7e7fa2e1737a,https://results2021.ref.ac.uk/impact/7377f145-597f-41fa-a918-7e7fa2e1737a,85,4,133,3,136,3
"Impact of the National Glass Centre on culture, creative practice, education and public understanding",aceebeb4-ec98-4b1a-bed8-7e60458abb2b,https://results2021.ref.ac.uk/impact/aceebeb4-ec98-4b1a-bed8-7e60458abb2b,85,4,84,2,,
Methodologies for Change: Developing innovative participatory curation practices in the visual arts,ffd18831-b5d4-40b9-94d2-61a7bc93776e,https://results2021.ref.ac.uk/impact/ffd18831-b5d4-40b9-94d2-61a7bc93776e,85,4,99,2,,
Multiple Impressions: Expanding Contemporary Printmaking Practices,eb770fc7-f9cb-40f7-8ea4-31e8900784b4,https://results2021.ref.ac.uk/impact/eb770fc7-f9cb-40f7-8ea4-31e8900784b4,85,4,84,2,,
Reactivating industrial craft for cultural change,61c3144c-4b27-4e28-82a3-a7ad6c528edc,https://results2021.ref.ac.uk/impact/61c3144c-4b27-4e28-82a3-a7ad6c528edc,85,4,86,2,,
Repositioning Chinese Contemporary Art in the Globalised Art World,e2539017-9f7e-443c-b687-eeeabde14f90,https://results2021.ref.ac.uk/impact/e2539017-9f7e-443c-b687-eeeabde14f90,85,4,84,3,124,2
Revitalising Rural Planning Participation and Community Development Through Artistic Practice,d71023ce-963b-4cb8-b2dc-6787ab5413b2,https://results2021.ref.ac.uk/impact/d71023ce-963b-4cb8-b2dc-6787ab5413b2,85,4,115,3,,
"Telling Stories: Developing curatorial approaches, informing exhibition design and increasing audience engagement in museums in Nottingham (UK), Beijing, Chengdu, Ningbo and Wuhan (China)",a273cdca-482d-4e83-8b45-0bc8070b49f4,https://results2021.ref.ac.uk/impact/a273cdca-482d-4e83-8b45-0bc8070b49f4,85,4,84,4,83,2
The Role of Studio Pottery in Developing the Local Economy and Changing Museum Exhibition Practices,901533ed-17bd-4a69-aed8-b18aa61a5ae3,https://results2021.ref.ac.uk/impact/901533ed-17bd-4a69-aed8-b18aa61a5ae3,85,4,84,3,,
UoP32Curatorship: Brains to Biennale: Bridging Art and Science to Build Audiences and Develop Artists,601abe83-4ee7-4c25-aec6-96221673deed,https://results2021.ref.ac.uk/impact/601abe83-4ee7-4c25-aec6-96221673deed,85,4,98,3,84,3
"Using geopoetics to enhance community understanding, well-being, and artistic innovation",1586d155-fb80-4e4a-aaf1-d2a615741404,https://results2021.ref.ac.uk/impact/1586d155-fb80-4e4a-aaf1-d2a615741404,85,4,84,3,,
Rethinking Curatorial Practice and the Role of Museums through Art in Action,b92d123f-db16-4955-bee1-b923a45e7f71,https://results2021.ref.ac.uk/impact/b92d123f-db16-4955-bee1-b923a45e7f71,85,4,84,3,,
ICS1: The Constituent Museum,c9492125-2ca3-4e77-97b6-b54ab8cf4679,https://results2021.ref.ac.uk/impact/c9492125-2ca3-4e77-97b6-b54ab8cf4679,85,4,84,4,,
Doing Time,ba5578c3-bb71-4cde-acf9-bb49da4c3423,https://results2021.ref.ac.uk/impact/ba5578c3-bb71-4cde-acf9-bb49da4c3423,85,4,83,3,84,2
"ICS3: Academia in Residence: A new model of university-cultural partnerships and the impact on strategic direction, curation and social engagement",8815e671-fef4-4332-84da-0186a066125d,https://results2021.ref.ac.uk/impact/8815e671-fef4-4332-84da-0186a066125d,85,4,100,3,,
Ceramics in the Expanded Field: Ceramics Research Centre UK,583d7ebc-988f-488f-a110-8b8e62504c92,https://results2021.ref.ac.uk/impact/583d7ebc-988f-488f-a110-8b8e62504c92,85,4,,,,
ENGAGING COMMUNITIES WITH CONTEMPORARY ART,ba12da48-4077-4ab6-b73f-39338dcb3fa4,https://results2021.ref.ac.uk/impact/ba12da48-4077-4ab6-b73f-39338dcb3fa4,85,4,84,2,105,2
Encounters with Objects: Changing perceptions of authorship and materials in contemporary art practice,e2b00394-d011-40f7-b4b2-3356794d9cc5,https://results2021.ref.ac.uk/impact/e2b00394-d011-40f7-b4b2-3356794d9cc5,85,4,84,2,,
Negotiating conflict through socially engaged art and architecture,ff83729c-9d79-41e8-a9f9-bb0be6c401d1,https://results2021.ref.ac.uk/impact/ff83729c-9d79-41e8-a9f9-bb0be6c401d1,85,4,136,4,84,2
Artist-Led Strategies: pioneering artists’ development and infrastructure from the ground up,9836a0f9-f5e8-4159-a161-e2b93f2db84e,https://results2021.ref.ac.uk/impact/9836a0f9-f5e8-4159-a161-e2b93f2db84e,85,4,109,2,,
Engaging New Audiences: Art in Non-Gallery Settings,be3211e9-339f-450f-9d12-7addb8bd6859,https://results2021.ref.ac.uk/impact/be3211e9-339f-450f-9d12-7addb8bd6859,85,4,84,2,,
"We are not making art for the public, we are the public that makes art",c8ba7bd5-36f2-4853-a427-1ac614d4162f,https://results2021.ref.ac.uk/impact/c8ba7bd5-36f2-4853-a427-1ac614d4162f,85,4,,,,
Reading International: Using art projects to inspire local communities to engage with contemporary art,954369bf-5f21-4fb4-adfa-54fd75e273b5,https://results2021.ref.ac.uk/impact/954369bf-5f21-4fb4-adfa-54fd75e273b5,85,4,84,3,,
Empowering migrant domestic workers through participatory art,42cd690b-c7cd-4cf7-b876-758ad24780e3,https://results2021.ref.ac.uk/impact/42cd690b-c7cd-4cf7-b876-758ad24780e3,85,4,118,3,133,2
Drawing as collaborative tool in community visualisation,89c16c08-6277-416d-b673-75d98cbe916d,https://results2021.ref.ac.uk/impact/89c16c08-6277-416d-b673-75d98cbe916d,85,4,84,3,,
"Transforming the way art and heritage institutions document, preserve and exhibit audiences’ engagement with their collections",19e656e1-565a-479c-94c3-051df8ea15eb,https://results2021.ref.ac.uk/impact/19e656e1-565a-479c-94c3-051df8ea15eb,85,4,84,3,,
ICS2 Arts Data Impact: using arts data to drive organisational and policy change in the creative industries sector,cb870704-cdaa-4847-a5da-5cce7080a247,https://results2021.ref.ac.uk/impact/cb870704-cdaa-4847-a5da-5cce7080a247,85,4,46,3,,
Economic and social impacts of ‘curating from below’ research methodologies,514985eb-d11f-4b45-abb3-e79f75a8fbcc,https://results2021.ref.ac.uk/impact/514985eb-d11f-4b45-abb3-e79f75a8fbcc,85,4,127,2,,
Innovative Textiles Curation: Enabling Arts Organisations to Deliver Institutional Strategies,88d811ad-20f2-4a9b-9c67-5c01f6ade2e2,https://results2021.ref.ac.uk/impact/88d811ad-20f2-4a9b-9c67-5c01f6ade2e2,85,4,84,2,,
Landscapes and Gardens: Using Historic Approaches in 21st Century Practice,b6b8f8ae-785e-4110-8a2b-55995b78dca3,https://results2021.ref.ac.uk/impact/b6b8f8ae-785e-4110-8a2b-55995b78dca3,85,3,89,3,,
Developing our understanding of contemporary art in the western Balkans,73232951-8b56-42e4-8ee8-fbb6838eea54,https://results2021.ref.ac.uk/impact/73232951-8b56-42e4-8ee8-fbb6838eea54,85,4,127,2,84,2
Driving urban regeneration and empowering communities through socially engaged arts practice.,e8b5cb1c-b44f-4f7c-bd13-5b56aaa573e2,https://results2021.ref.ac.uk/impact/e8b5cb1c-b44f-4f7c-bd13-5b56aaa573e2,85,4,115,3,,
Carnival Cultures: Deepening Understanding and Inspiring Creative Practice,9a5a4df8-c0a9-40c5-8fe1-8cb32871a9e5,https://results2021.ref.ac.uk/impact/9a5a4df8-c0a9-40c5-8fe1-8cb32871a9e5,85,4,100,2,,
Increasing Financial Independence of Serendipity Arts Limited,c2da17de-2e31-4963-a839-6c04e8691b90,https://results2021.ref.ac.uk/impact/c2da17de-2e31-4963-a839-6c04e8691b90,85,4,83,3,41,2
Everyday Creativity: Re-shaping the Language and Purpose of Arts Policy in England,876aae8b-0e05-44d1-8854-9b10c12421f2,https://results2021.ref.ac.uk/impact/876aae8b-0e05-44d1-8854-9b10c12421f2,85,4,,,,
Strengthening and sustaining a vibrant offer in a UK town: embedding a mixed ecology of culture and creativity into the high street.,849d1996-adb1-4af1-8ecf-4177b56eba55,https://results2021.ref.ac.uk/impact/849d1996-adb1-4af1-8ecf-4177b56eba55,85,4,115,3,111,3
Building audience engagement strategies for small arts organisations through qualitative research,e139783f-8f6b-4cfc-838a-e826cd5880f1,https://results2021.ref.ac.uk/impact/e139783f-8f6b-4cfc-838a-e826cd5880f1,85,4,81,2,111,2
Professionalising Arts Fundraising and Philanthropy,f4e04f5d-8fa9-49bd-815a-9b399a911827,https://results2021.ref.ac.uk/impact/f4e04f5d-8fa9-49bd-815a-9b399a911827,85,3,100,2,111,2
"Delivering Cultural Innovation and Regeneration through Hull, UK City of Culture 2017",ec2cd78f-d661-4394-b3ac-a7cf70b65c1b,https://results2021.ref.ac.uk/impact/ec2cd78f-d661-4394-b3ac-a7cf70b65c1b,85,4,91,3,83,2
Performing Development: Progressing the United Nations Sustainable Development Goals in Fragile Territories through Collaborative Arts-based Research Projects,c3440b5c-382c-4e70-baf8-010ad5e4098f,https://results2021.ref.ac.uk/impact/c3440b5c-382c-4e70-baf8-010ad5e4098f,85,4,110,2,,
Enhancing lives through new approaches to participatory arts,4791d44c-76a4-46f4-a94c-d3bcebc7b3b2,https://results2021.ref.ac.uk/impact/4791d44c-76a4-46f4-a94c-d3bcebc7b3b2,85,4,88,3,83,3
Make Art Not War: The Artist as Pedagogue,21722711-421e-430f-b752-55d59b47db2a,https://results2021.ref.ac.uk/impact/21722711-421e-430f-b752-55d59b47db2a,85,3,123,2,,
The Changing Wor(l)ds Partnership: Enabling Cultural Self-Representation for Marginalised Communities,ca885587-d3c0-4b90-a17d-35bc5053c3ac,https://results2021.ref.ac.uk/impact/ca885587-d3c0-4b90-a17d-35bc5053c3ac,85,4,136,3,87,3
"Curating Leon Golub: Extending Global Understanding of Golub’s Art, Benefitting the Museum and Gallery Sector, Arts Audiences and the Commercial Art World",d77ced2e-0382-4a66-85ad-335160ca888d,https://results2021.ref.ac.uk/impact/d77ced2e-0382-4a66-85ad-335160ca888d,85,4,84,3,,
"Participation, engagement, and cultural understanding: Developing new models for performance touring, audience development, creative partnerships, and social change",3271bb3c-d9dc-4f02-9305-7ed5b29f3a5b,https://results2021.ref.ac.uk/impact/3271bb3c-d9dc-4f02-9305-7ed5b29f3a5b,85,4,83,3,,
Migrations - Open Hearts Open Borders,70918238-c60f-48e6-b285-5ce6515d8e39,https://results2021.ref.ac.uk/impact/70918238-c60f-48e6-b285-5ce6515d8e39,85,4,133,3,136,2
Re-imagining spaces and changing perspectives through performance practices,c4a9d146-c7fa-416d-8b68-42e1d1b9df98,https://results2021.ref.ac.uk/impact/c4a9d146-c7fa-416d-8b68-42e1d1b9df98,85,4,83,4,,
‘Fashion Interpretations’: Medium and Diversity in Fashion History,dfe521c4-5b2b-4e6c-bd3c-7b1d69d60310,https://results2021.ref.ac.uk/impact/dfe521c4-5b2b-4e6c-bd3c-7b1d69d60310,85,4,126,2,,
Robert Paul and the Origins of British Cinema,6102fd45-5692-4d49-8d5b-790f278cdcc4,https://results2021.ref.ac.uk/impact/6102fd45-5692-4d49-8d5b-790f278cdcc4,85,3,82,3,90,2
"Helen Storey: UNHCR Artist in Residence, Za'atari Camp, Jordan",d256fc8c-0ba4-4893-bcf4-39306aa0723a,https://results2021.ref.ac.uk/impact/d256fc8c-0ba4-4893-bcf4-39306aa0723a,85,4,133,2,,
Connecting communities with hidden histories: the photographs of Janet Mendelsohn,920e29f4-45e7-4189-a727-052e7a772cfd,https://results2021.ref.ac.uk/impact/920e29f4-45e7-4189-a727-052e7a772cfd,85,4,118,3,92,2
"The Clothed Body: Curation, Dress and Identity Construction",d920870e-2658-4318-a1f7-96bb11a755ee,https://results2021.ref.ac.uk/impact/d920870e-2658-4318-a1f7-96bb11a755ee,85,4,84,3,,
Promoting social awareness and religious literacy through hair,ec59ec9a-6998-44cc-9c02-b5010222c8bd,https://results2021.ref.ac.uk/impact/ec59ec9a-6998-44cc-9c02-b5010222c8bd,85,4,132,3,,
"Bringing feminist art to new audiences for the benefit of galleries, artists and publics",ba46d8d8-9274-414c-aa25-f5e29b52d62b,https://results2021.ref.ac.uk/impact/ba46d8d8-9274-414c-aa25-f5e29b52d62b,85,4,129,3,84,3
Innovating the staging and curation of difficult pasts in museums,2145c805-0acb-43f9-bcf5-5b0bca132a66,https://results2021.ref.ac.uk/impact/2145c805-0acb-43f9-bcf5-5b0bca132a66,85,4,92,3,84,3
Living Poets,eaa5e646-7960-4a52-96ba-4638e6ab8cc2,https://results2021.ref.ac.uk/impact/eaa5e646-7960-4a52-96ba-4638e6ab8cc2,85,4,87,3,,
Material-led strategies for greater arts engagement in post-industrial and rural Yorkshire,768a932c-a0ec-4fc1-b959-00d6f2b9171c,https://results2021.ref.ac.uk/impact/768a932c-a0ec-4fc1-b959-00d6f2b9171c,85,4,110,2,,
The Philip Astley Project – Using heritage for town regeneration,7c2504fa-e8b9-4dee-8778-73af9c122619,https://results2021.ref.ac.uk/impact/7c2504fa-e8b9-4dee-8778-73af9c122619,85,4,91,2,,
Influencing national education policy in Canada to increase visibility and leadership of marginalized Indigenous women in Stó:lō Territory,b63e4c0c-db82-4f53-ae38-900abf7cf3b2,https://results2021.ref.ac.uk/impact/b63e4c0c-db82-4f53-ae38-900abf7cf3b2,85,4,136,3,129,3
The role of public art installations in improving quality of life and urban regeneration,b024b2bc-0b89-41a3-9431-0d0b161cf593,https://results2021.ref.ac.uk/impact/b024b2bc-0b89-41a3-9431-0d0b161cf593,85,4,115,3,,
Designing Night Life: Informing New Curatorial Activity in International Design Museums on the Design History of Club Culture,73da8e64-905d-4e7f-83b3-5ede59d096a3,https://results2021.ref.ac.uk/impact/73da8e64-905d-4e7f-83b3-5ede59d096a3,85,4,84,3,,
Being in Touch: Inspiring Cultural Engagement through Creative-Critical Writing,68bd7fa1-5dd6-47e4-940d-558ed516ca34,https://results2021.ref.ac.uk/impact/68bd7fa1-5dd6-47e4-940d-558ed516ca34,85,4,87,3,83,2
Using ethnography to improve the lives of textile artisan communities in rural India and sustain South Asian intangible cultural heritage,28fb58ad-3488-4625-b6f7-dbb9a22d4f79,https://results2021.ref.ac.uk/impact/28fb58ad-3488-4625-b6f7-dbb9a22d4f79,85,4,130,3,110,3
Thread Bearing Witness’: Changing Lives One Stitch at a Time,184a32f1-9c3a-44e4-a98b-ac24701ed9b9,https://results2021.ref.ac.uk/impact/184a32f1-9c3a-44e4-a98b-ac24701ed9b9,85,4,84,3,136,2
Activating Art for Tibetan (Self-)Representation and Collaboration in UK Museums,a25af221-0172-4f08-a237-4c38d3a36722,https://results2021.ref.ac.uk/impact/a25af221-0172-4f08-a237-4c38d3a36722,85,4,136,3,84,2
Technology and Collaboration in the Digital Age,8d04d59b-716f-4f72-b29f-fe54cd91a14d,https://results2021.ref.ac.uk/impact/8d04d59b-716f-4f72-b29f-fe54cd91a14d,85,4,86,3,82,2
Enhancing appreciation for Victorian citizen science and advancing citizen science and medical education today,048cf8a3-8ebd-46c5-adcd-dcc55a0dc345,https://results2021.ref.ac.uk/impact/048cf8a3-8ebd-46c5-adcd-dcc55a0dc345,85,4,98,3,84,3
Creative Interventions in Archives and Collections,1a51d201-24d1-458d-a4f9-12cca8d0440c,https://results2021.ref.ac.uk/impact/1a51d201-24d1-458d-a4f9-12cca8d0440c,85,4,84,3,,
Spanish Art in County Durham,eaf8bfad-ea61-4d77-aaef-45882eee7748,https://results2021.ref.ac.uk/impact/eaf8bfad-ea61-4d77-aaef-45882eee7748,85,4,91,2,,
"Collaboration not cuts: Sustaining, enriching and transforming professional practice in regional galleries",a168fb79-f346-4264-8c86-7c96356c4455,https://results2021.ref.ac.uk/impact/a168fb79-f346-4264-8c86-7c96356c4455,85,4,84,3,,
Promoting dialogue and action on key global challenges through participatory arts,4fe7477a-4f5a-4858-bfe7-6d55218cce79,https://results2021.ref.ac.uk/impact/4fe7477a-4f5a-4858-bfe7-6d55218cce79,85,4,124,3,89,2
Shaping public and professional understandings of law through fine art practice,fb438a3c-7f98-4d2e-9f6c-4974284544a8,https://results2021.ref.ac.uk/impact/fb438a3c-7f98-4d2e-9f6c-4974284544a8,85,4,121,3,133,3
Shaping Civic Space: Increasing cultural engagement and informing policy through temporary public art.,bb3eee29-936f-4b7b-a773-6f19d36ecdc6,https://results2021.ref.ac.uk/impact/bb3eee29-936f-4b7b-a773-6f19d36ecdc6,85,4,115,2,,
The MAN A Collection: Influencing engagement in dance through innovative digital interfaces,b5ab4ccc-d24e-42aa-8388-610e858ef4b6,https://results2021.ref.ac.uk/impact/b5ab4ccc-d24e-42aa-8388-610e858ef4b6,85,4,83,3,41,3
"ArtScapers: children, art and creative placemaking",f0ba56be-92f3-4364-a3e7-9fc7a304581d,https://results2021.ref.ac.uk/impact/f0ba56be-92f3-4364-a3e7-9fc7a304581d,85,4,115,3,102,2
Curating and the National Conversation: the Irish Pavilion at the 57th Venice Biennale,57c3acdb-9a90-4598-ad3f-dff9ab2422bf,https://results2021.ref.ac.uk/impact/57c3acdb-9a90-4598-ad3f-dff9ab2422bf,85,4,131,3,84,3
Story Makers Company – creative opportunities for young people,56e07cab-026b-4f46-823c-289bef5dce20,https://results2021.ref.ac.uk/impact/56e07cab-026b-4f46-823c-289bef5dce20,85,4,102,3,99,2
"Harnessing the power of political art to mobilise the public, to change how museums engage with public discourse and support campaigning",cf4adca5-24f4-40ad-b5d0-3bd23ff772fb,https://results2021.ref.ac.uk/impact/cf4adca5-24f4-40ad-b5d0-3bd23ff772fb,85,4,86,3,127,3
Co-creating Local Histories,6f2ecf86-7660-480b-8de5-5e0122ad16dc,https://results2021.ref.ac.uk/impact/6f2ecf86-7660-480b-8de5-5e0122ad16dc,85,4,91,2,,
Transforming Popular Understanding of Sports History: The International Centre for Sports History and Culture and Public Engagement,4cd39207-3c4e-432b-8194-c1709cd68b3e,https://results2021.ref.ac.uk/impact/4cd39207-3c4e-432b-8194-c1709cd68b3e,85,4,18,4,,
"Women’s lives in the age of Magna Carta: Impact on education, public commemoration, heritage interpretation and tourism",045289cb-d251-40c4-b39e-e4a7431bb5b5,https://results2021.ref.ac.uk/impact/045289cb-d251-40c4-b39e-e4a7431bb5b5,85,4,129,3,,
Creepy Classics: Enhancing Public Awareness of Ancient Ghost Folklore,28c934e2-b246-4825-a46a-7f22b52f8adb,https://results2021.ref.ac.uk/impact/28c934e2-b246-4825-a46a-7f22b52f8adb,85,4,83,3,81,2
