funder,id
Integrated Education Fund,4831
Jerwood Charitable Foundation,4832
"Newton Trust, British Academy",4833
SWGfL,4834
Headstart Kernow,4835
AHRC (SPF),4836
THE DEPARTMENT OF STATE'S OFFICE TO MONITOR AND COMBAT TRAFFICKING IN PERSONS (USA),4837
Centre for Child and Family Advocacy,4838
CVQO UK Education Charity,4839
G4S,4840
Prostate Cancer UK ,4841
The LEGO Foundation,4842
Public Health England/Department of Education,4843
"Department for Children, Schools and Families ",4844
Department for Education/Communication Trust,4845
Education Endowment Foundation/Public Health England,4846
"Department for Education, Church of England",4847
Douglas Trust,4848
"Jerusalem Trust, Culham St Gabriels Trust, Hinchley Charitable Trust, Hockerill Educational Foundation, Porticus Trust",4849
Great Ormond Street Hospital for Children,4850
Sir Jules Thorn Charitable Trust,4851
Moorfields Eye Charity,4852
British Council for the Prevention of Blindness,4853
IGA International Glaucoma Association,4854
BAAS,4855
US Embassy,4856
University of Helsinki,4857
Bayer Healthcare,4858
Novartis Pharma AG,4859
Novartis UK,4860
NCSC,4861
Hewlett Foundation,4862
 Royal Society,4863
 European Union Commission,4864
British Council - PMI2 Connect,4865
Durham County Council,4866
Esmée Fairbairn Foundation ,4867
ESRC ,4868
Nufffield Foundation,4869
Forest Research,4870
Natural Resources Wales,4871
Dwr Cymru,4872
Afonydd Cymru,4873
1) Bòrd na Gàidhlig,4874
2) Bòrd na Gàidhlig,4875
ESRC-DFID,4876
UK Water Industry Research,4877
"Office of Public Works, Ireland",4878
Northern Ireland Rivers Agency,4879
New Economics Foundation,4880
NHS RCHT,4881
European Agricultural Fund for Rural Development,4882
ESIF,4883
The National Social Security and Insurance Trust (NASSIT) of Sierra Leone,4884
SHEFFIELD CITY REGION LOCAL ENTERPRISE PARTNERSHIP,4885
Hewlett Packard,4886
Autism Education Trust,4887
World Innovation Summit for Education,4888
National Council for Special Education,4889
Building Research Establishment (BRE),4890
 East Midlands Development Agency,4891
 High Speed 2 (HS2),4892
 OVE Arup & Partners Ltd,4893
CREATe,4894
Research England (via University of Surrey),4895
G1 Population Council,4896
Foras na Gaeilge,4897
"European Commission, Director-Generate Justice",4898
HEFCE now Research England,4899
Arts and Humanities Social Research Council,4900
UK Department for Education,4901
British Association of Applied Linguistics,4902
Stoke-on-Trent City Council,4903
HEFCE (Higher Education Funding Council for England),4904
EAST CHESHIRE HOSPICE (UK),4905
OAKHAVEN HOSPICE TRUST (UK),4906
National Institutes for Health,4907
Northwest Lung Centre Charity,4908
The Handel Institute,4909
University of Oslo,4910
National Institutes of Mental Health,4911
"South West London Academic, Health and Social Care System",4912
Netherlands Organisation for Health Research and Development,4913
Barnardo's Cymru,4914
Butterfly Conservation 2015,4915
Allan and Nesta Ferguson Charitable Trust,4916
ROER4D,4917
The William and Flora Hewlett Foundation,4918
Wales Centre for Public Policy,4919
G1-G2: Lankelly Chase Foundation,4920
G3: Tudor Trust,4921
2) Leverhulme Trust,4922
3) Leverhulme Trust,4923
4) The Royal Society of Edinburgh,4924
5) The Carnegie Trust for the Universities of Scotland,4925
The Arcadia Philanthropic Trust,4926
BCURA,4927
EU FP6-MOBILITY,4928
Crisis/Joseph Rowantree Foundation,4929
Lankelly Chase Foundation,4930
US/UK British Council,4931
Monday Charitable Trust,4932
Scottish Institute of Sport Federation,4933
Scottish Social Services Council,4934
Loeb Classical Library Foundation,4935
Institute for the Study of Aegean Prehistory,4936
The Selby White-Leon Levy Foundation for Archaeological Publications,4937
The Antonini-Georgiadis  Fund,4938
Janssen-Cilag,4939
NHS National Institute for Health Research ,4940
Institute for Occupational Safety and Health ,4941
The Energy Institute,4942
G1: Joint Information Systems Committee,4943
G2-G3: HEFCE Catalyst Fund​​,4944
Scottish Government - Chief Scientist Office,4945
HSC Research and Development Division,4946
Cancer Council Australia,4947
European Commission (Europe Aid),4948
"New South Wales Department of Education, Australia",4949
"Social Sciences and Humanities Research Council, Canada",4950
EU/British Council,4951
 British Council/Newton Fund,4952
 IFF Research,4953
 European Investment Bank,4954
The Atkinson,4955
Leibniz Society,4956
German Science Foundation,4957
Prince Albert II of Monaco,4958
Glaxo Smithkline (UK),4959
AstraZeneca UK Limited,4960
Alnylam,4961
Eidos,4962
Government Communications Planning Directorate,4963
 Defence Science and Technology Laboratory (DSTL),4964
G1: Centre for Digital Built Britain (Cambridge University),4965
BBSRC ,4966
VERTEX,4967
TNS-BMRB,4968
 Department  of Health and Social Care (DHSC),4969
British Retinitis Pigmentosa Society,4970
ARR Craib Ltd,4971
CNOOC,4972
PlanSea Solutions Ltd,4973
Assessments and Qualifications Alliance,4974
IKEA Foundation,4975
"Deloitte
",4976
Trinity College London,4977
Edexcel,4978
Educational Testing Service,4979
Language Training and Testing Centre (Taiwan),4980
French Agency for Research on AIDS and Viral Hepatitis,4981
Gilead Sciences ,4982
Sagnlandet Lejre,4983
Commission for Countering Extremism,4984
Ministry of Communities and Local Government,4985
HLF,4986
RCUK now UKRI,4987
HEIFA,4988
Association Francais contre les Myopathies,4989
Muscular Dystrophy Campaign,4990
"Queens Medical Centre, University of Nottingham, Nottingham Trent University",4991
Nottingham Trent University,4992
"Ministry of Defence, Royal Centre for Defence Medicine",4993
Cranfield Defence Academy,4994
"Birmingham University, School of Dentistry",4995
Millennium Challenge Corporation,4996
The Hedley Foundation,4997
European Orthodontic Society,4998
Shirley Glasstone Hughes Award,4999
University of Reading GCRF Strategic Fund,5000
Health Education England Innovation Fund,5001
Scottish Government Health Improvement Division ,5002
CORRA Foundation ,5003
Danish Innovation Fund,5004
Portsmouth Aviation Ltd,5005
ESRC/DFID,5006
Swedish Trade Unions & National Institute for Working Life ,5007
European Agency for Safety and Health at Work,5008
Brazilian Social Security Association for Industry,5009
SAIC,5010
Technology Strategy Board and South East England Development Agency,5011
Advantage West Midlands and Technology Strategy Board (now Innovate UK),5012
Department for Environment Food & Rural Affairs (Defra),5013
Coventry and Warwickshire Local Enterprise Partnership,5014
Automobile Association,5015
The Anthony Nolan Trust ,5016
SITA Trust,5017
Ecological Consultancy,5018
Arts Council of England (ACE),5019
Science and Technology Facilities Council (all grants),5020
German Foreign Ministry,5021
VolkswagenStiftung,5022
Thyssen-Stiftung,5023
CPNI,5024
US Department of Homeland Security,5025
Metropolitan Police,5026
AHRC - Arts & Humanitites Research Council,5027
Korean Ministry of Public Safety and Security,5028
Centre For Disease Control (US),5029
Medicines for Malaria Venture Switzerland,5030
Johns Hopkins University (Jhpiego),5031
Samantha Dickson Brain Tumour Trust,5032
British Society Antimicrobial Chemotherapy,5033
Cunningham Trust,5034
European and Developing Countries Clinical Trial Partnership,5035
European Commission – H2020,5036
Biotechnology & Biological Sciences Research Council,5037
Emergent BioSolutions,5038
Commonwealth Fund,5039
UK Departments of Health,5040
"Agilent Technologies, USA",5041
"Mars Incorporated, USA",5042
Special European Union Programmes Body,5043
NIHR - National Institute for Health Research,5044
World Tourism Organization (UNWTO),5045
G3.1) Derby City Council,5046
UKCRC,5047
Riksbankens Jubileumsfond,5048
Cambridge Infectious Diseases Consortium,5049
"National Centre for the Replacement, Refinement and Reduction of Animals in Research",5050
Southoe Consultancy Ltd,5051
Pharmacy Research UK,5052
SOHHD (CSO),5053
Arthritis Research Campaign,5054
ESRC - Economic and Social Research Council,5055
CANCER RESEARCH UK (CRUK) (UK),5056
Peratech Hold Co.,5057
Society of Legal Scholars,5058
Socio-Legal Studies Association,5059
NOVAC,5060
Alfred P Sloan Foundation,5061
Deep Carbon Observatory,5062
Technology strategy Board,5063
EUROPEAN REGIONAL DEVELOPMENT FUND NW Development agency,5064
VSO International,5065
"Ministerial Advisory Group for the Ulster-Scots Academy (MAGUS) and Department of Culture, Arts and Leisure, Northern Ireland.",5066
Health Research Authority,5067
The British Lung Foundation,5068
Research Autism,5069
European Union via SCC and PCC,5070
European Social Fund (Solent LEP) (via Autism Hampshire),5071
Hampshire & Isle of Wight Community Foundation (via Autism Hampshire),5072
Federal Bureau of Investigation:  High-Value Detainee Interrogation Group,5073
Regional Development Agency,5074
South-West Water,5075
Southern Water Services Limited,5076
Diamond Light Source,5077
Timber Research and Development Association,5078
Natural Sciences and Engineering Research Council of Canada,5079
Wellcome Trust and Department of Health,5080
DTI/WPL Ltd,5081
South East England Development Agency,5082
Biotrics Bioimplants GmbH,5083
Botiss Medical AG,5084
National Lottery Fund,5085
Joint Information Systems Committee,5086
Isle of Wight Council,5087
ECR Community,5088
National Fraud Strategic Authority,5089
Cifas,5090
Crowe Clark Whitehil LLP,5091
Synectics Solutions Ltd,5092
International Triathlon Union,5093
Federation Internationale de Natation,5094
Royal Society for the Prevention of Accidents,5095
Royal National Lifeboat Institution,5096
United States Coast Guard,5097
Royal Air Force,5098
Civil Aviation Authority,5099
The Great Britain Sasakawa Foundation,5100
Frame Foundation,5101
The Knight Foundation,5102
Royal Society of New Zealand,5103
Oxford Partnership Comprehensive Biomedical Research Centre,5104
Thames Valley Primary Care Research Partnership,5105
Scion Neurostim LLC funding,5106
1) Government of Spain,5107
2) The Carnegie Trust for the Universities of Scotland,5108
EPSRC/IeMRC,5109
Oxford Space Systems/European Space Agency,5110
ESRC/RiGT,5111
Robert Bosch Foundation,5112
GCRF RCUK Collective Fund - MRC,5113
Leverhulme Research Fellowship ,5114
Robert Wood Johnson Foundation (US),5115
RGC (Hong Kong),5116
The Ministry of Defence -The Defence Science and technology Laboratory,5117
Cefas (UK Govt),5118
ReCoMaP,5119
Falkland Islands Government,5120
WIOMSA,5121
McGill Institute for the Study of Canada (MISC),5122
Australian Research Council ,5123
GFTU,5124
Office of the Deputy Prime Minister (ODPM),5125
National University of Australia,5126
University of Tubingen's Center for Advanced Studies,5127
G1: NHS North of Tyne Primary Care Trust,5128
G2: Elders Council,5129
G3: Arts Council England,5130
Ocean Matters,5131
European Union/Welsh Government,5132
Marine Harvest Scotland,5133
Scottish Salmon Company,5134
Three-Sixty Aquaculture,5135
CEFAS,5136
Diageo Scotland Limited,5137
Inver House Distillers Ltd,5138
Heritage Lottery,5139
"Imperial War Museum, London",5140
Scottish Oral History Centre,5141
1) Science and Technology Facilities Council,5142
3) Science and Technology Facilities Council,5143
4) Science and Technology Facilities Council,5144
5) Innovate UK,5145
6) Medical Research Council,5146
7) Innovate UK,5147
8) Innovate UK,5148
9) Innovate UK,5149
11) Innovate UK,5150
12) Innovate UK,5151
14) CENSIS,5152
Aberdeen Council Archaeological Services,5153
Society of Antiquaries of Scotland,5154
Alzheimer's Association,5155
Royal Liverpool Foundation NHS Trust,5156
"Kidneys for Life, Hope Kidney Patient Association",5157
NHS Cancer Screening Programme,5158
Vital Therapies Inc,5159
Medical Technology Associates II,5160
Rail Safety Standards Board,5161
Chiltern Railways,5162
BP Chemicals Ltd,5163
Edinburgh Knowledge Exchange,5164
Physiological Society,5165
"Centre for Defence Enterprise, Ministry of Defence ",5166
InHealth Pain Management Group in partnership with West Lancashire CCG,5167
Grow MedTech,5168
Catherine Cookson Foundation,5169
North East Museum's Hub,5170
Classical Association,5171
Renaissance North East,5172
G1-G14: Engineering and Physical Sciences Research,5173
Consumer Council for Water,5174
Janssen Vaccines & Prevention BV,5175
MSD AH,5176
International Partnership for Microbicides,5177
Arth & Rheum Council,5178
Stroke Assoc,5179
Wright Medical Ltd,5180
Furlong Res Foundation,5181
Innovate,5182
Arthritis Res Campaign,5183
"US Dept of Homeland Security, UK HM Government Home Office",5184
1) Innovate UK,5185
4) Science and Technology Funding Council,5186
5) Science and Technology Funding Council,5187
6) EU Horizon 2020,5188
Turkish Scientific and Technical Research Council TUBITAK,5189
BANK OF MUSCAT (OMAN),5190
Barakat Trust (UK),5191
Getty Conservation Institute,5192
"MINISTRY OF HERITAGE AND CULTURE, SULTANATE OF OMAN (OMAN)",5193
PRIVATE BENEFACTOR (OTHER OVERSEAS),5194
Private Benefactor,5195
Qatar National Library,5196
1) Pfizer,5197
"European Commission Chemical, Biological, Radiological and Nuclear Risk Mitigation (CBRN)",5198
HERA grant award (Humanities in the European Research Area),5199
"The Royal Academy of Letters, Sweden",5200
"Helge Ax:son Johnsons Stiftelse, Sweden",5201
"SAU, Sweden",5202
"Västerås town, Sweden",5203
"Magnus Bergwalls Stiftelse, Sweden",5204
Gad Rausings stiftelse,5205
Department of Culture Arts and Leisure (DCAL)   (since 2016- Department for Communities),5206
Research Councils UK (RCUK),5207
Innovate UK / Invest Northern Ireland,5208
Department of Canadian Heritage,5209
Luminate,5210
EPSRC ,5211
Colonial Williamsburg Foundation,5212
Pasold Research Fund,5213
Virginia Historical Society,5214
Institute of Southern Studies at the University of South Carolina,5215
Hagley Museum & Library,5216
Department for Communities NI,5217
"Engineering, Physical and Social Research Council",5218
(1) Wildfire Television Limited,5219
(2) Historic  Environment Scotland,5220
1) Ericsson UK,5221
2) Huawei,5222
British Pig Executive,5223
Tubney Charitable Trust,5224
"Confederation of Healing Organisations, UK",5225
"The Bial Foundation, Portugal",5226
"The Perrott-Warrick Fund, Trinity College, University of Cambridge",5227
"The Salvia Foundation, Geneva",5228
Velux Stiftung,5229
Strathclyde University,5230
University of Copenhagen,5231
Heriot-Watt University,5232
ESRC-ICSSR,5233
"University of East London, GCRF Research and Impact Fund",5234
QR GCRF Global Challenge Research Fund,5235
US Water Research Foundation,5236
EU H2020 ,5237
"Innovate UK, Knowledge Transfer Partnership",5238
Interxion/Digital Reality PHD studentship ,5239
